title,actor1,actor1_fb,actor2,actor2_fb,actor3,actor3_fb
Shine a Light,Mick Jagger,543.0,Keith Richards,426.0,Albert Maysles,184.0
The Green Inferno,Daryl Sabara,640.0,Richard Burgi,550.0,Magda Apanowicz,389.0
Departure,Juliet Stevenson,202.0,Alex Lawther,47.0,Niamh Cusack,30.0
The Sessions,W. Earl Brown,422.0,Adam Arkin,374.0,Rhea Perlman,365.0
"Food, Inc.",Michael Pollan,37.0,Eric Schlosser,3.0,Barbara Kowalcyk,2.0
October Baby,Rachel Hendrix,544.0,Robert Amaya,264.0,Jason Burkey,245.0
Next Stop Wonderland,Philip Seymour Hoffman,22000.0,Callie Thorne,472.0,Holland Taylor,458.0
The Skeleton Twins,Ty Burrell,3000.0,Boyd Holbrook,439.0,Kathleen Rose Perkins,180.0
Martha Marcy May Marlene,Christopher Abbott,321.0,Julia Garner,300.0,Brady Corbet,287.0
Obvious Child,Gaby Hoffmann,612.0,Jenny Slate,457.0,Jake Lacy,313.0
Frozen River,Charlie McDermott,496.0,Michael O'Keefe,238.0,Misty Upham,229.0
20 Feet from Stardom,Sheryl Crow,130.0,Lou Adler,19.0,Merry Clayton,13.0
Two Girls and a Guy,Robert Downey Jr.,21000.0,Natasha Gregson Wagner,104.0,Angel David,13.0
Walking and Talking,Kevin Corrigan,778.0,Anne Heche,695.0,Vincent Pastore,584.0
Who Killed the Electric Car?,Ed Begley Jr.,783.0,Phyllis Diller,659.0,Colette Divine,5.0
The Broken Hearts Club: A Romantic Comedy,Justin Theroux,1000.0,Nia Long,826.0,Mary McCormack,428.0
Bubba Ho-Tep,Daniel Roebuck,1000.0,Ossie Davis,282.0,Ella Joyce,124.0
Slam,Sonja Sohn,245.0,Saul Williams,38.0,Bonz Malone,6.0
Brigham City,Wilford Brimley,957.0,Frank Gerrish,81.0,Rick Macy,25.0
Fiza,Karisma Kapoor,353.0,Manoj Bajpayee,186.0,Jaya Bhaduri,97.0
Orgazmo,Trey Parker,406.0,Dian Bachar,203.0,Matt Stone,194.0
All the Real Girls,Zooey Deschanel,11000.0,Paul Schneider,552.0,Shea Whigham,463.0
Dream with the Fishes,David Arquette,611.0,Cathy Moriarty,394.0,Kathryn Erbe,301.0
Blue Car,Frances Fisher,638.0,Agnes Bruckner,400.0,A.J. Buckley,275.0
Luminarias,Cheech Marin,844.0,Lupe Ontiveros,625.0,Robert Beltran,268.0
Palo Alto,James Franco,11000.0,Nat Wolff,733.0,Olivia Crocicchia,145.0
Ajami,Shahir Kabaha,20.0,Scandar Copti,13.0,Ranin Karim,7.0
Wristcutters: A Love Story,Leslie Bibb,1000.0,Patrick Fugit,835.0,Chase Ellison,772.0
I Origins,Steven Yeun,7000.0,Cara Seymour,71.0,Venida Evans,11.0
The Battle of Shaker Heights,Shiri Appleby,855.0,Elden Henson,577.0,Kathleen Quinlan,551.0
The Act of Killing,Anwar Congo,3.0,Herman Koto,3.0,Syamsul Arifin,0.0
Taxi to the Dark Side,Alex Gibney,141.0,George W. Bush,125.0,Greg D'Agostino,23.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Pelé,102.0,Marv Albert,7.0,Ahmet Ertegun,5.0
Guiana 1838,Kumar Gaurav,12.0,Rufus Graham,3.0,Aasheekaa Bathija,0.0
Lisa Picard Is Famous,Mira Sorvino,978.0,Fisher Stevens,922.0,Melissa Gilbert,679.0
Antarctica: A Year on Ice,Josh Swanson,53.0,Tom Hamann,24.0,Anthony Powell,9.0
A Lego Brickumentary,G.W. Krauss,20.0,Brian Whitaker,8.0,Jason Bateman,0.0
Hardflip,Matthew Ziff,260000.0,Randy Wayne,984.0,Raquel Elizabeth Ames,891.0
Chocolate: Deep Dark Secrets,Emraan Hashmi,724.0,Anil Kapoor,668.0,Sunil Shetty,219.0
The House of the Devil,Lena Dunham,969.0,Greta Gerwig,962.0,Dee Wallace,725.0
The Perfect Host,David Hyde Pierce,443.0,Clayne Crawford,298.0,Nathaniel Parker,271.0
Safe Men,Harvey Fierstein,499.0,Michael Lerner,230.0,Josh Pais,117.0
Speedway Junky,Patrick Renna,590.0,Patsy Kensit,231.0,Adrienne Frantz,73.0
The Last Big Thing,Yul Vazquez,96.0,Louis Mustillo,71.0,James Lorinz,14.0
The Specials,Judy Greer,2000.0,James Gunn,571.0,Jamie Kennedy,490.0
16 to Life,Will Rothhaar,386.0,Emily Baldoni,261.0,Hallee Hirsh,256.0
Alone with Her,Jordana Spiro,262.0,Ana Claudia Talancón,163.0,Jonathon Trent,61.0
Creative Control,Nora Zehetner,446.0,Alexia Rasmussen,171.0,Meredith Hagner,150.0
Special,Michael Rapaport,975.0,Paul Blackthorne,645.0,Ian Bohen,394.0
Sparkler,Frances Bay,491.0,Jamie Kennedy,490.0,Veronica Cartwright,422.0
The Helix... Loaded,Scott Levy,639.0,Vanilla Ice,361.0,Jennifer Sky,94.0
In Her Line of Fire,David Keith,563.0,Mariel Hemingway,288.0,Jesse Hutch,176.0
The Jimmy Show,Lynn Cohen,474.0,Frank Whaley,436.0,Heather Bucha,4.0
Heli,Kenny Johnston,327.0,Andrea Vergara,9.0,Gabriel Reyes,8.0
Karachi se Lahore,Rasheed Naz,7.0,Ayesha Omar,5.0,Javed Sheikh,4.0
Loving Annabelle,Ilene Graff,442.0,Kevin McCarthy,403.0,Laura Breckenridge,228.0
Hits,Jason Ritter,782.0,Matt Walsh,490.0,Amy Sedaris,396.0
Jimmy and Judy,Nicole Randall Johnson,363.0,A.J. Buckley,275.0,James Eckhouse,131.0
Frat Party,Randy Wayne,984.0,Lauren C. Mayhew,157.0,Alicia Ziegler,106.0
The Party's Over,Oliver Reed,694.0,Eddie Albert,196.0,Louise Sorel,47.0
Proud,Aidan Quinn,767.0,Ossie Davis,282.0,Janet Hubert,149.0
The Poker House,Jennifer Lawrence,34000.0,Chloë Grace Moretz,17000.0,Bokeem Woodbine,904.0
Childless,Joe Mantegna,1000.0,Barbara Hershey,618.0,Diane Venora,171.0
ZMD: Zombies of Mass Destruction,Russell Hodgkinson,199.0,Janette Armand,37.0,Kevin Hamedani,23.0
Snow White: A Deadly Summer,Maureen McCormick,458.0,Shanley Caswell,383.0,Tim Abell,317.0
Hidden Away,Álex Angulo,90.0,Germán Alcarazu,0.0,Joseba Ugalde,0.0
My Last Day Without You,Nicole Beharie,898.0,Marlene Forte,395.0,Reg E. Cathey,360.0
Steppin: The Movie,Wesley Jonathan,592.0,Sticky Fingaz,207.0,Chrystee Pharris,110.0
Doc Holliday's Revenge,William McNamara,10000.0,Tom Berenger,854.0,Randy Jay Burrell,402.0
Black Rock,Katie Aselton,224.0,Anslem Richardson,59.0,Jay Paulson,37.0
Truth or Die,David Oakes,335.0,Alexander Vlahos,334.0,Jennie Jacques,177.0
The Pet,Magi Avila,92.0,Pierre Dulat,17.0,Summer Napoles,0.0
Bang Bang Baby,Boyd Banks,57.0,Chloe Rose,40.0,Kristian Bruun,36.0
Fear Clinic,Angelina Armani,677.0,Kevin Gage,366.0,Fiona Dourif,253.0
Zombie Hunter,Jason K. Wixom,214.0,Shona Kay,211.0,Jarrod Phillips,115.0
A Fine Step,Justin Baldoni,657.0,Luke Perry,608.0,Leonor Varela,426.0
Charly,Cliff Robertson,754.0,Dick Van Patten,605.0,Claire Bloom,113.0
Banshee Chapter,Monique Candelaria,696.0,Katia Winter,371.0,Michael McMillian,302.0
Jesse,Eric Lloyd,775.0,David DeLuise,275.0,Bruno Campos,223.0
Ask Me Anything,Kimberly Williams-Paisley,529.0,Gia Mantegna,413.0,Cathryn de Prume,354.0
And Then Came Love,Vanessa Williams,1000.0,Mike Colter,569.0,Eartha Kitt,558.0
Food Chains,Alma Martinez,56.0,Robert Kennedy Jr.,28.0,Eve Ensler,17.0
On the Waterfront,Marlon Brando,10000.0,Karl Malden,416.0,Rod Steiger,279.0
L!fe Happens,Justin Kirk,945.0,Geoff Stults,756.0,Kristen Johnston,501.0
"4 Months, 3 Weeks and 2 Days",Anamaria Marinca,131.0,Vlad Ivanov,60.0,Alexandru Potocean,27.0
The Horror Network Vol. 1,Javier Botet,1000.0,Brian Dorton,171.0,Jan Cornet,76.0
Hard Candy,Odessa Rae,109.0,G.J. Echternkamp,8.0,Patrick Wilson,0.0
The Quiet,Katy Mixon,982.0,David Gallagher,796.0,Edie Falco,659.0
Circumstance,Sarah Kazemy,144.0,Reza Sixo Safai,127.0,Sina Amedson,127.0
Fruitvale Station,Ahna O'Reilly,282.0,Melonie Diaz,270.0,Ariana Neal,88.0
The Brass Teapot,Jack McBrayer,975.0,Michael Angarano,947.0,Alia Shawkat,727.0
Bambi,Sam Edwards,16.0,Donnie Dunagan,12.0,Ann Gillis,8.0
The Hammer,John Enos III,465.0,Rian Bishop,140.0,Adam Carolla,102.0
Latter Days,Joseph Gordon-Levitt,23000.0,Rob McElhenney,813.0,Jacqueline Bisset,522.0
Elza,Stana Roumillac,0.0,Christophe Cherki,0.0,Teddy Doloir,0.0
1982,Bokeem Woodbine,904.0,Ruby Dee,782.0,Quinton Aaron,734.0
"For a Good Time, Call...",James Wolk,938.0,Ari Graynor,904.0,Nia Vardalos,567.0
Celeste & Jesse Forever,Ari Graynor,904.0,Janel Parrish,517.0,Rob Huebel,172.0
Time Changer,Gavin MacLeod,284.0,D. David Morin,234.0,Hal Linden,221.0
London to Brighton,Lorraine Stanley,418.0,Johnny Harris,146.0,Georgia Groome,141.0
American Hero,Eddie Griffin,489.0,Christopher Berry,207.0,Michelle Tabora,175.0
Windsor Drive,Tommy O'Reilly,1000.0,Samaire Armstrong,806.0,Matt Cohen,487.0
A Separation,Shahab Hosseini,786.0,Leila Hatami,712.0,Peyman Moaadi,620.0
Crying with Laughter,Jo Hartley,49.0,Stephen McCole,11.0,Joe Cassidy,10.0
Welcome to the Dollhouse,Heather Matarazzo,529.0,Ken Leung,502.0,Christina Vidal,236.0
Ruby in Paradise,Allison Dean,159.0,Todd Field,143.0,Dorothy Lyman,86.0
Raising Victor Vargas,Victor Rasuk,302.0,Melonie Diaz,270.0,Judy Marte,68.0
Pandora's Box,Louise Brooks,426.0,Francis Lederer,20.0,Fritz Kortner,3.0
Harrison Montgomery,Martin Landau,940.0,Melora Walters,188.0,Diane Baker,167.0
Live-In Maid,Norma Aleandro,24.0,Hilda Bernard,5.0,Claudia Lapacó,0.0
Deterrence,Kevin Pollak,574.0,Kathryn Morris,573.0,Timothy Hutton,501.0
The Mudge Boy,Zachary Knighton,262.0,Tom Guiry,262.0,Ryan Donowho,181.0
The Young Unknowns,Leslie Bibb,1000.0,Eion Bailey,749.0,Arly Jover,258.0
Not Cool,Shane Dawson,247.0,Kurt Angle,217.0,Cherami Leigh,152.0
Dead Snow,Bjørn Sundquist,35.0,Stig Frode Henriksen,16.0,Ane Dahl Torp,13.0
Saints and Soldiers,Corbin Allred,214.0,Larry Bagby,115.0,Kirby Heyborne,69.0
Vessel,Taylor Pigeon,134.0,Alan Pietruszewski,93.0,Whit Spurgeon,37.0
American Graffiti,Harrison Ford,11000.0,Ron Howard,2000.0,Mackenzie Phillips,425.0
Iraq for Sale: The War Profiteers,Scott Helvenston,25.0,Katy Helvenston-Wettengal,0.0,Donna Zovko,0.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,Tina Fey,2000.0,Fred Armisen,424.0,Chris Kattan,357.0
Safety Not Guaranteed,Mary Lynn Rajskub,934.0,Mark Duplass,830.0,Jeff Garlin,522.0
Kevin Hart: Laugh at My Pain,Isaac C. Singleton Jr.,312.0,Larry King,135.0,Jeanette Branch,95.0
Kill List,MyAnna Buring,513.0,Ben Crompton,257.0,Neil Maskell,246.0
The Innkeepers,Lena Dunham,969.0,Jake Ryan,128.0,Pat Healy,74.0
The Conformist,Jean-Louis Trintignant,319.0,Stefania Sandrelli,90.0,Dominique Sanda,48.0
Interview with the Assassin,Raymond J. Barry,108.0,Christel Khalil,72.0,Renee Faia,21.0
Donkey Punch,Julian Morris,1000.0,Nichola Burley,233.0,Tom Burke,201.0
All the Boys Love Mandy Lane,Luke Grimes,935.0,Michael Welch,611.0,Whitney Able,280.0
Bled,Dichen Lachman,717.0,Jennifer Lee Wiggins,134.0,Michele Morrow,118.0
High Noon,Gary Cooper,998.0,Lloyd Bridges,575.0,Lon Chaney Jr.,433.0
Hoop Dreams,William Gates,7.0,Arthur Agee,6.0,Isiah Thomas,2.0
Rize,Kevin Scott Richardson,262.0,Christopher Toler,23.0,Tommy the Clown,14.0
Destiny,Peter Dinklage,22000.0,Lauren Cohan,4000.0,Erick Avari,567.0
L.I.E.,Adam LeFevre,80.0,Bruce Altman,67.0,Walter Masterson,36.0
The Sisterhood of Night,Laura Fraser,601.0,Kara Hayward,524.0,Louis Ozawa Changchien,195.0
B-Girl,Aimee Garcia,618.0,Wesley Jonathan,592.0,Drew Sidora,311.0
Half Nelson,Ryan Gosling,33000.0,Tristan Mack Wilds,519.0,Jeff Lima,71.0
Naturally Native,Irene Bedard,752.0,Akima,282.0,Max Gail,236.0
Hav Plenty,Hill Harper,465.0,Robinne Lee,170.0,Chenoa Maxwell,48.0
Adulterers,Mehcad Brooks,696.0,Steffinnie Phrommany,320.0,Danielle Savre,137.0
Escape from Tomorrow,Trey Loney,977.0,Lee Armstrong,511.0,Amy Lucas,432.0
Starsuckers,Richard Curtis,628.0,Harvey Weinstein,474.0,Elton John,442.0
The Hadza: Last of the First,Alfre Woodard,1000.0,Dave Fennoy,338.0,Jane Goodall,21.0
After,Sandra Ellis Lafferty,523.0,Madison Lintz,385.0,Karolina Wydra,258.0
Treachery,Matthew Ziff,260000.0,Lorraine Ziff,21000.0,Michael Biehn,2000.0
Walter,Leven Rambin,956.0,Justin Kirk,945.0,Virginia Madsen,912.0
Top Hat,Ginger Rogers,610.0,Edward Everett Horton,172.0,Eric Blore,23.0
The Blair Witch Project,Heather Donahue,170.0,Joshua Leonard,170.0,Michael C. Williams,39.0
Woodstock,Joe Cocker,262.0,Jimi Hendrix,227.0,Joan Baez,136.0
The Kentucky Fried Movie,David Zucker,119.0,Barry Dennen,29.0,Tara Strohmeier,11.0
Mercy Streets,Stacy Keach,602.0,David A.R. White,266.0,Cynthia Watros,254.0
Arnolds Park,Kendyl Joi,23.0,Matthew Feeney,20.0,Tac Fitzgerald,20.0
Broken Vessels,William Smith,919.0,Jason London,711.0,Brent David Fraser,218.0
Water & Power,Nicholas Gonzalez,601.0,Angela Nordeng,371.0,Exie Booker,359.0
They Will Have to Kill Us First,Aliou Touré,0.0,Garba Touré,0.0,Khaira Arby,0.0
Crop Circles: Quest for Truth,Karen Alexander,0.0,Colin Andrews,0.0,Francine Blake,0.0
Light from the Darkroom,Russell Wong,595.0,Steven Michael Quezada,412.0,Lymari Nadal,271.0
Irreplaceable,François Cluzet,541.0,Félix Moati,8.0,Marianne Denicourt,2.0
The Maid's Room,Paula Garcés,587.0,Annabella Sciorra,448.0,John Brodsky,233.0
A Hard Day's Night,Paul McCartney,785.0,Ringo Starr,725.0,George Harrison,704.0
The Harvest/La Cosecha,,,,,,
Love Letters,Jamie Lee Curtis,2000.0,Sally Kirkland,433.0,Amy Madigan,221.0
Julija in alfa Romeo,Dario Nozic Serini,0.0,Spela Colja,0.0,Andrej Nahtigal,0.0
Fireproof,Kirk Cameron,848.0,Ken Bevel,153.0,Erin Bethea,150.0
Faith Connections,Bhole Baba,0.0,Pant Shirt Baba,0.0,Shriman Umeshanad Brahmachari,0.0
Benji,Frances Bavier,407.0,Peter Breck,189.0,Edgar Buchanan,142.0
Open Water,Blanchard Ryan,48.0,Saul Stein,10.0,Daniel Travis,7.0
High Road,Joe Lo Truglio,833.0,Matt Jones,523.0,Abby Elliott,201.0
Kingdom of the Spiders,Woody Strode,423.0,Hoke Howell,23.0,Tiffany Bolling,22.0
Mad Hot Ballroom,Heather Berman,0.0,Eva Carrozza,0.0,Paul Daggett,0.0
The Station Agent,Peter Dinklage,22000.0,Joe Lo Truglio,833.0,Paula Garcés,587.0
To Save a Life,Randy Wayne,984.0,Sean Michael Afable,801.0,D. David Morin,234.0
Wordplay,Ken Burns,196.0,Bill Clinton,184.0,Bob Dole,2.0
Beyond the Mat,Terry Funk,54.0,Vince McMahon,44.0,Mick Foley,43.0
The Singles Ward,Kirby Heyborne,69.0,Lincoln Hoppe,24.0,Daryn Tufts,15.0
Osama,Marina Golbahari,30.0,Zubaida Sahar,0.0,Mohamad Haref Harati,0.0
Sholem Aleichem: Laughing in the Darkness,Rachel Dratch,399.0,Peter Riegert,169.0,Jason Kravits,59.0
Groove,Rachel True,328.0,Ari Gold,27.0,Denny Kirkwood,17.0
The R.M.,Kirby Heyborne,69.0,Big Budah,34.0,Curt Doussett,17.0
Twin Falls Idaho,Sasha Alexander,980.0,William Katt,505.0,Jon Gries,482.0
Mean Creek,Rory Culkin,710.0,Scott Mechlowicz,634.0,Trevor Morgan,595.0
Hurricane Streets,Edie Falco,659.0,Heather Matarazzo,529.0,Lynn Cohen,474.0
Never Again,Peter Dinklage,22000.0,Bill Duke,1000.0,Michael McKean,658.0
Civil Brand,Monica Calhoun,597.0,LisaRaye McCoy,485.0,Clifton Powell,469.0
Lonesome Jim,Kevin Corrigan,778.0,Seymour Cassel,327.0,Mary Kay Place,213.0
Drinking Buddies,Olivia Wilde,10000.0,Anna Kendrick,10000.0,Ti West,243.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,David Mamet,342.0,Ricky Jay,79.0,Dick Cavett,49.0
Seven Samurai,Takashi Shimura,304.0,Minoru Chiaki,8.0,Kamatari Fujiwara,4.0
The Other Dream Team,Tommy Sheppard,14.0,Greg Speirs,9.0,Mickey Hart,8.0
Johnny Suede,Brad Pitt,11000.0,Tina Louise,422.0,Nick Cave,329.0
Finishing the Game: The Search for a New Bruce Lee,Monique Gabriela Curnen,239.0,Jake Sandvig,172.0,Joe McQueen,143.0
Rubber,Haley Ramm,353.0,Jack Plotnick,248.0,Cecelia Antoinette,196.0
Kiss the Bride,Tori Spelling,396.0,Amber Benson,326.0,Garrett M. Brown,325.0
The Slaughter Rule,Ryan Gosling,33000.0,Clea DuVall,1000.0,Eddie Spears,699.0
Monsters,Scoot McNairy,660.0,Whitney Able,280.0,Ricky Catter,113.0
The Californians,Keith Carradine,584.0,Joanne Whalley,507.0,Illeana Douglas,347.0
The Living Wake,Jim Gaffigan,472.0,Ann Dowd,185.0,Matthew Cowles,170.0
Detention of the Dead,Justin Chon,552.0,Christa B. Allen,533.0,Max Adler,445.0
Crazy Stone,Bo Huang,4.0,Zheng Xu,4.0,Zhonghua Chen,0.0
Scott Walker: 30 Century Man,Brian Eno,30.0,Jacques Brel,27.0,Damon Albarn,25.0
Everything Put Together,Radha Mitchell,991.0,Alan Ruck,946.0,Megan Mullally,637.0
Good Kill,Bruce Greenwood,991.0,Zoë Kravitz,943.0,Stafford Douglas,118.0
Insomnia Manica,Daston Kalili,2.0,Rai Alexandra,0.0,Chin-Chien Chang,0.0
The Outrageous Sophie Tucker,Carol Channing,387.0,Bruce Vilanch,244.0,Tony Bennett,205.0
Now Is Good,Jeremy Irvine,25000.0,Olivia Williams,766.0,Paddy Considine,680.0
Girls Gone Dead,Vincent Chimato,685.0,John McGlothlin,492.0,Al Sapienza,238.0
America Is Still the Place,Emma Caulfield,970.0,Dylan Baker,812.0,Mike Colter,569.0
Subconscious,Mike Beckingham,358.0,Tim Abell,317.0,Tom Stedham,152.0
Enter Nowhere,Shaun Sipos,322.0,Katherine Waterston,178.0,Christopher Denham,120.0
The King of Najayo,Manny Perez,159.0,Christian Alvarez,15.0,Claudette Lalí,15.0
Fight to the Finish,Jennifer Hale,918.0,Randy Jay Burrell,402.0,Vincent De Paul,212.0
Alleluia! The Devil's Carnival,Paul Sorvino,636.0,Barry Bostwick,456.0,Terrance Zdunich,303.0
The Sound and the Shadow,Mary Kate Wiles,84.0,Jennifer Landa,41.0,Felix Avitia,33.0
Rodeo Girl,Carrie Bradstreet,466.0,Joel Paul Reisig,431.0,Yassie Hawkes,317.0
Born to Fly: Elizabeth Streb vs. Gravity,Elizabeth Streb,0.0,Sarah Callan,0.0,Laura Flanders,0.0
The Little Ponderosa Zoo,Mike Stanley,385.0,Jeff Delaney,169.0,Jamison Stalsworth,53.0
The Toxic Avenger,Patrick Kilpatrick,488.0,Mark Torgl,11.0,Pat Ryan,10.0
Straight Out of Brooklyn,Lawrence Gilliard Jr.,353.0,George T. Odom,12.0,Matty Rich,10.0
Bloody Sunday,James Nesbitt,773.0,Nicholas Farrell,89.0,Tim Pigott-Smith,80.0
Diamond Ruff,Luis Sanchez,472.0,Dennis L.A. White,251.0,Fredro Starr,237.0
Conversations with Other Women,Olivia Wilde,10000.0,Thomas Lennon,651.0,Nora Zehetner,446.0
Poultrygeist: Night of the Chicken Dead,John Karyus,907.0,Lloyd Kaufman,365.0,Kate Graham,49.0
Mutual Friends,Jennifer Lafleur,873.0,Cheyenne Jackson,469.0,Michael Stahl-David,304.0
42nd Street,Ginger Rogers,610.0,Dick Powell,105.0,George Brent,45.0
Rise of the Entrepreneur: The Search for a Better Way,Bob Proctor,8.0,Jack Canfield,2.0,Eric Worre,0.0
Metropolitan,Chris Eigeman,88.0,Taylor Nichols,74.0,Ellia Thompson,3.0
As It Is in Heaven,Michael Nyqvist,690.0,Frida Hallgren,24.0,Nils-Anders Vallgårda,19.0
Roadside,Jack E. Curenton,847.0,Ace Marrero,94.0,Alan Pietruszewski,93.0
Napoleon Dynamite,Jon Heder,970.0,Diedrich Bader,759.0,Jon Gries,482.0
Blue Ruin,Devin Ratray,1000.0,Eve Plumb,235.0,Amy Hargreaves,92.0
Paranormal Activity,Micah Sloat,189.0,Ashley Palmer,109.0,Amber Armstrong,21.0
Dogtown and Z-Boys,Tony Alva,22.0,Jay Adams,20.0,Jeff Ament,5.0
Monty Python and the Holy Grail,Eric Idle,795.0,Michael Palin,561.0,Terry Jones,332.0
Quinceañera,Emily Rios,231.0,Jesse Garcia,200.0,Alicia Sixtos,138.0
Gory Gory Hallelujah,Tony Doupe,361.0,Sue Corcoran,14.0,David Frederick White,6.0
Heroes,Sendhil Ramamurthy,1000.0,Masi Oka,923.0,Greg Grunberg,833.0
Tarnation,Greg Ayres,58.0,Jonathan Caouette,20.0,Renee Leblanc,0.0
I Want Your Money,Bill Farmer,93.0,Chris Cox,31.0,Mike Huckabee,12.0
Love in the Time of Monsters,Kane Hodder,935.0,Paul Elia,709.0,Alex Sanborn,271.0
The Beyond,Catriona MacColl,48.0,David Warbeck,22.0,Al Cliver,22.0
Home Movies,Brendon Small,59.0,Ron Lynch,11.0,Melissa Bardin Galsky,6.0
What Happens in Vegas,Treat Williams,642.0,Andrew Daly,171.0,Michelle Krusiec,149.0
The Dark Hours,Dov Tiefenbach,108.0,Jeff Seymour,64.0,Gordon Currie,39.0
My Beautiful Laundrette,Saeed Jaffrey,114.0,Roshan Seth,61.0,Garry Cooper,33.0
Fabled,R. Brandon Johnson,169.0,Adam LeFevre,80.0,Desmond Askew,36.0
Show Me,Katharine Isabelle,918.0,Michelle Nolden,100.0,Gabriel Hogan,83.0
Cries & Whispers,Liv Ullmann,440.0,Ingrid Thulin,132.0,Erland Josephson,92.0
Intolerance: Love's Struggle Throughout the Ages,Lillian Gish,436.0,Mae Marsh,22.0,Walter Long,9.0
Trekkies,Walter Koenig,643.0,DeForest Kelley,606.0,James Doohan,513.0
The Broadway Melody,Anita Page,77.0,Bessie Love,28.0,Charles King,4.0
The Evil Dead,Ted Raimi,634.0,Betsy Baker,66.0,Ellen Sandweiss,58.0
Maniac,America Olivo,470.0,Nora Arnezeder,378.0,Liane Balaban,118.0
Censored Voices,Amos Oz,3.0,,,,
Murderball,Mark Zupan,15.0,Joe Bishop,0.0,Andy Cohn,0.0
American Ninja 2: The Confrontation,Michael Dudikoff,615.0,Steve James,96.0,Larry Poindexter,93.0
51 Birch Street,Carol Block,0.0,Ellen Block,0.0,Mike Block,0.0
Revolution,Billy Burke,2000.0,Tracy Spiridakos,821.0,David Lyons,576.0
Rotor DR1,Tom E. Nicholson,196.0,Natalie Welch,3.0,Christian Kapper,0.0
12 Angry Men,Jack Warden,359.0,Lee J. Cobb,259.0,John Fiedler,253.0
My Dog Tulip,Isabella Rossellini,812.0,Peter Gerety,277.0,Lynn Redgrave,258.0
It Happened One Night,Claudette Colbert,380.0,Alan Hale,114.0,Walter Connolly,21.0
Dogtooth,Angeliki Papoulia,47.0,Mary Tsoni,37.0,Sissy Petropoulou,14.0
Tupac: Resurrection,James Cagney,786.0,Gary Coleman,633.0,Todd Bridges,321.0
Tumbleweeds,Kimberly J. Brown,409.0,Janet McTeer,277.0,Lois Smith,276.0
The Prophecy,Viggo Mortensen,10000.0,Adam Goldberg,1000.0,Virginia Madsen,912.0
When the Cat's Away,Simon Abkarian,75.0,Zinedine Soualem,9.0,Jane Bradbury,8.0
Pieces of April,Oliver Platt,1000.0,Adrian Martinez,806.0,Derek Luke,543.0
The Big Swap,Kevin Howarth,19.0,Mark Caven,16.0,Thierry Harcourt,2.0
Old Joy,Daniel London,52.0,Lucy,44.0,Will Oldham,26.0
Wendy and Lucy,John Robinson,375.0,Lucy,44.0,Will Oldham,26.0
3 Backyards,Embeth Davidtz,795.0,Edie Falco,659.0,Kathryn Erbe,301.0
Pierrot le Fou,Jean-Paul Belmondo,710.0,Anna Karina,257.0,Graziella Galvani,0.0
Sisters in Law,Vera Ngassa,2.0,Beatrice Ntuba,0.0,,
Ayurveda: Art of Being,,,,,,
Nothing But a Man,Yaphet Kotto,581.0,Gloria Foster,99.0,Ivan Dixon,87.0
"First Love, Last Rites",Robert John Burke,318.0,Eli Marienthal,157.0,Natasha Gregson Wagner,104.0
Fighting Tommy Riley,Don Wallace,54.0,Eddie Jones,53.0,Christina Chambers,25.0
Royal Kill,Lalaine,502.0,Alexander Wraith,119.0,Darren Kendrick,32.0
The Looking Glass,Trish Basinger,644.0,Elizabeth Stenholt,503.0,Mary Norwood,221.0
Death Race 2000,Sylvester Stallone,13000.0,David Carradine,926.0,Martin Kove,668.0
Locker 13,Tatyana Ali,685.0,Ricky Schroder,665.0,Jon Polito,309.0
Midnight Cabaret,Michael Des Barres,156.0,Wilhelm von Homburg,102.0,Thom Mathews,87.0
Anderson's Cross,Taran Killam,500.0,Joanna Cassidy,317.0,Ryan Carnes,248.0
Bizarre,Rumi Missabu,19.0,Pierre Prieur,0.0,Raquel Nave,0.0
Graduation Day,Linnea Quigley,431.0,Carmen Argenziano,338.0,Vanna White,180.0
Some Guy Who Kills People,Kevin Corrigan,778.0,Barry Bostwick,456.0,Ahmed Best,313.0
Compliance,Dreama Walker,601.0,Matt Servitto,260.0,James McCaffrey,235.0
Chasing Amy,Matt Damon,13000.0,Ethan Suplee,1000.0,Joey Lauren Adams,781.0
Lovely & Amazing,Aunjanue Ellis,400.0,Brenda Blethyn,286.0,Raven Goodwin,225.0
Death Calls,Hector Echavarria,466.0,Robert Miano,216.0,Ron Roggé,99.0
Better Luck Tomorrow,Parry Shen,94.0,Jason Tobin,26.0,Collin Kahey,13.0
The Incredibly True Adventure of Two Girls in Love,Nicole Ari Parker,360.0,Laurel Holloman,273.0,Stephanie Berry,10.0
Chuck & Buck,Lupe Ontiveros,625.0,Mike White,487.0,Chris Weitz,129.0
